query_id,item_id,engage_score,dt,quality,freshness,title_len,author_score,topic_match,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp,city_match,json_missing
55,I660,0,20260818,0.082605,0.354376,73.0,0.390779,0.215854,0.3688,27.348478,0.027837,2.0,2.0,1.0,4.0,0.063991,0.014484,1.0,0.0
55,I467,0,20260818,0.397912,0.48755,14.0,0.595067,0.396992,0.5872,15.095884,0.021739,7.0,3.0,3.0,3.0,0.102818,0.014611,0.0,0.0
55,I251,0,20260818,0.694952,0.452572,37.0,0.483293,0.632027,0.7005,15.853154,0.073268,5.0,5.0,3.0,6.0,0.106713,0.025206,0.0,0.0
55,I205,0,20260818,0.190636,0.511032,35.0,0.758738,0.31423,0.432,21.986616,0.042688,1.0,1.0,4.0,5.0,0.09312,0.013677,1.0,0.0
56,I074,0,20260818,0.626622,0.489699,77.0,0.621118,0.411164,0.7355,43.520618,0.201508,8.0,4.0,5.0,2.0,0.154795,0.00434,0.0,0.0
56,I412,0,20260818,0.079438,0.449311,78.0,0.47187,0.765551,0.3489,25.296888,0.108043,3.0,2.0,3.0,2.0,0.052876,0.022844,1.0,0.0
56,I372,4,20260818,0.864146,0.39803,35.0,0.608401,0.419842,0.8091,21.104056,0.043964,5.0,5.0,3.0,7.0,0.122859,0.004385,1.0,0.0
56,I027,0,20260818,0.193587,0.447331,67.0,0.289834,0.544246,0.4462,22.714443,0.038352,8.0,1.0,5.0,6.0,0.049275,0.038759,0.0,0.0
56,I470,0,20260818,0.129353,0.457382,73.0,0.779157,0.471946,0.4062,54.424733,0.054935,7.0,6.0,1.0,7.0,0.094701,0.029441,1.0,0.0
56,I615,0,20260818,0.277291,0.255922,68.0,0.236489,0.549355,0.4161,27.470207,0.020852,8.0,1.0,5.0,1.0,0.084762,0.019145,0.0,0.0
56,I342,0,20260818,0.329813,0.573346,56.0,0.574946,0.523211,0.5151,11.06573,0.02411,3.0,1.0,5.0,6.0,0.08161,0.025878,0.0,0.0
56,I416,0,20260818,0.336155,0.436401,10.0,0.680525,0.734983,0.538,28.163869,0.02471,4.0,3.0,5.0,5.0,0.105985,0.019089,1.0,0.0
57,I457,4,20260818,0.628538,0.375719,30.0,0.890775,0.366296,0.6817,43.985976,0.071616,9.0,7.0,1.0,7.0,0.128206,0.016626,1.0,0.0
57,I507,0,20260818,0.453721,0.43123,73.0,0.834295,0.420762,0.5994,114.627083,0.038765,8.0,4.0,5.0,3.0,0.107233,0.019602,0.0,0.0
57,I416,0,20260818,0.336155,0.436401,10.0,0.680525,0.631411,0.538,28.163869,0.02471,4.0,3.0,5.0,5.0,0.105985,0.019089,1.0,0.0
57,I692,0,20260818,0.727526,0.531679,21.0,0.895554,0.0,0.7192,63.11285,0.044389,5.0,2.0,5.0,6.0,0.128516,0.010282,0.0,1.0
57,I494,0,20260818,0.762164,0.449795,75.0,0.416028,0.14835,0.7256,45.563854,0.055336,3.0,3.0,3.0,6.0,0.172419,0.009261,1.0,0.0
57,I181,0,20260818,0.12586,0.455934,45.0,0.733676,0.13755,0.4401,25.171621,0.158711,11.0,3.0,4.0,5.0,0.072387,0.012719,1.0,0.0
58,I532,3,20260818,0.794176,0.442484,39.0,0.82067,0.688989,0.7363,16.006041,0.103494,2.0,2.0,1.0,6.0,0.159873,0.018661,1.0,0.0
58,I445,0,20260818,0.314273,0.401005,46.0,0.58422,0.0,0.5626,19.808887,0.104618,1.0,1.0,3.0,1.0,0.111608,0.004273,0.0,1.0
58,I406,0,20260818,0.287011,0.354433,52.0,0.387128,0.405356,0.4779,15.626087,0.049469,5.0,4.0,1.0,4.0,0.088615,0.019702,1.0,0.0
58,I379,0,20260818,0.551891,0.385325,14.0,0.293249,0.30507,0.5822,42.727662,0.113826,9.0,7.0,4.0,5.0,0.097505,0.022309,0.0,0.0
58,I343,0,20260818,0.211433,0.413624,29.0,0.537627,0.0,0.412,32.116357,0.01502,8.0,7.0,1.0,6.0,0.080304,0.015934,0.0,1.0
58,I127,0,20260818,0.665951,0.472163,12.0,0.304351,0.427116,0.6546,43.175034,0.076138,2.0,2.0,4.0,2.0,0.165588,0.016709,1.0,0.0
59,I676,3,20260818,0.637234,0.296223,63.0,0.928394,0.39637,0.6456,51.962332,0.210949,1.0,1.0,2.0,7.0,0.137141,0.026498,1.0,0.0
59,I680,0,20260818,0.409914,0.306874,54.0,0.770976,0.569603,0.4934,7.271997,0.038845,2.0,2.0,3.0,6.0,0.083835,0.008293,1.0,0.0
59,I590,0,20260818,0.069765,0.582405,53.0,0.719169,0.281071,0.3825,63.225159,0.015359,3.0,3.0,2.0,2.0,0.042984,0.039886,1.0,0.0
59,I583,0,20260818,0.590249,0.416929,34.0,0.455067,0.320847,0.6301,16.924151,0.133199,10.0,5.0,3.0,3.0,0.104863,0.015025,0.0,0.0
59,I379,0,20260818,0.551891,0.385325,14.0,0.293249,0.0,0.5822,42.727662,0.113826,9.0,7.0,4.0,5.0,0.097505,0.022309,0.0,1.0
59,I410,0,20260818,0.202791,0.425639,43.0,0.729299,0.520418,0.4482,14.865732,0.113524,10.0,4.0,2.0,4.0,0.068111,0.028373,0.0,0.0
60,I049,0,20260818,0.487677,0.467111,39.0,0.392926,0.33361,0.6208,46.816643,0.174166,7.0,6.0,4.0,7.0,0.136059,0.013567,0.0,0.0
60,I135,1,20260818,0.833796,0.479316,56.0,0.445604,0.376822,0.8657,29.941005,0.123391,8.0,3.0,1.0,1.0,0.128715,0.01352,1.0,0.0
60,I303,0,20260818,0.517345,0.558865,34.0,0.349468,0.379153,0.5429,39.868715,0.00815,9.0,7.0,2.0,6.0,0.088279,0.012543,1.0,0.0
60,I637,0,20260818,0.469756,0.387154,15.0,0.258389,0.703098,0.587,30.973807,0.009357,3.0,1.0,3.0,7.0,0.099948,0.028931,0.0,0.0
60,I305,0,20260818,0.69494,0.495838,43.0,0.893299,0.078339,0.7345,26.2717,0.103549,8.0,7.0,2.0,2.0,0.142752,0.022606,1.0,0.0
60,I035,0,20260818,0.033995,0.588105,29.0,0.318976,0.111588,0.3768,58.418285,0.073323,8.0,4.0,3.0,6.0,0.075768,0.024933,0.0,0.0
61,I349,0,20260818,0.254061,0.621784,16.0,0.60946,0.0,0.4885,5.232788,0.039032,6.0,5.0,4.0,3.0,0.106781,0.016764,0.0,1.0
61,I028,0,20260818,0.086067,0.440064,74.0,0.75293,0.714877,0.3559,18.029891,0.054806,9.0,1.0,2.0,7.0,0.043008,0.020997,1.0,0.0
61,I578,3,20260818,0.844375,0.51208,17.0,0.487847,0.0,0.7859,46.26125,0.021748,3.0,3.0,3.0,8.0,0.177513,0.002521,0.0,1.0
61,I491,0,20260818,0.183425,0.281997,79.0,0.572295,0.573325,0.4389,5.87071,0.21446,7.0,4.0,5.0,6.0,0.10384,0.015857,0.0,0.0
61,I628,0,20260818,0.482426,0.452744,58.0,0.345788,0.565507,0.6071,36.808124,0.13029,11.0,6.0,4.0,5.0,0.125767,0.018875,0.0,0.0
61,I516,0,20260818,0.307888,0.426361,15.0,0.12114,0.472302,0.5034,10.724433,0.021431,1.0,1.0,4.0,5.0,0.101405,0.014515,0.0,0.0
62,I361,0,20260818,0.427113,0.377932,9.0,0.300841,0.360118,0.5855,28.105293,0.057719,8.0,7.0,4.0,7.0,0.144881,0.023713,1.0,0.0
62,I612,1,20260818,0.646607,0.465436,30.0,0.87881,0.323637,0.6568,44.527584,0.115305,1.0,1.0,3.0,1.0,0.144418,0.023776,1.0,0.0
62,I263,0,20260818,0.168143,0.419527,48.0,0.425918,0.707931,0.5119,37.540689,0.036062,6.0,5.0,3.0,3.0,0.081583,0.013309,0.0,0.0
62,I286,0,20260818,0.199859,0.411794,79.0,0.662449,0.60632,0.4349,28.651195,0.046398,7.0,5.0,3.0,5.0,0.066707,0.019677,0.0,0.0
62,I355,0,20260818,0.292114,0.356232,46.0,0.820768,0.0,0.4539,20.559201,0.148401,5.0,3.0,4.0,6.0,0.092307,0.023401,0.0,1.0
62,I532,0,20260818,0.794176,0.442484,39.0,0.82067,0.0,0.7443,16.006041,0.103494,2.0,2.0,1.0,6.0,0.159873,0.018661,0.0,1.0
62,I535,0,20260818,0.416033,0.299513,54.0,0.282919,0.575169,0.5936,31.994058,4.3e-05,10.0,4.0,5.0,3.0,0.101834,0.007161,1.0,0.0
63,I260,0,20260818,0.413573,0.582104,24.0,0.358512,0.525033,0.5605,37.8943,0.153128,11.0,7.0,2.0,2.0,0.102588,0.006092,1.0,0.0
63,I586,1,20260818,0.686464,0.430512,56.0,0.467916,0.530662,0.7193,28.546389,0.15101,7.0,6.0,5.0,4.0,0.133418,0.020128,0.0,0.0
63,I272,0,20260818,0.358993,0.512106,76.0,0.650887,0.640513,0.5455,6.03362,0.116261,3.0,3.0,2.0,8.0,0.116429,0.00932,0.0,0.0
63,I045,0,20260818,0.431077,0.533407,30.0,0.345182,0.249964,0.5333,31.043445,0.113351,2.0,2.0,1.0,3.0,0.101171,0.005737,0.0,0.0
63,I516,0,20260818,0.307888,0.426361,15.0,0.12114,0.622294,0.5114,10.724433,0.021431,1.0,1.0,4.0,5.0,0.101405,0.014515,1.0,0.0
63,I458,0,20260818,0.554874,0.561711,71.0,0.477715,0.373763,0.6636,31.911019,0.169056,7.0,5.0,2.0,3.0,0.086049,0.023089,0.0,0.0
63,I167,0,20260818,0.087765,0.32596,57.0,0.600069,0.549525,0.3868,61.174433,0.018159,11.0,1.0,3.0,2.0,0.090649,0.014193,1.0,0.0
64,I217,0,20260818,0.587746,0.387705,12.0,0.550406,0.525329,0.6272,27.122631,0.044934,8.0,4.0,5.0,6.0,0.141113,0.011634,0.0,0.0
64,I298,0,20260818,0.344276,0.395029,72.0,0.338835,0.727134,0.5197,26.315008,0.002046,3.0,3.0,1.0,5.0,0.08784,0.012362,0.0,0.0
64,I579,3,20260818,0.875883,0.388207,43.0,0.561484,0.400248,0.8013,11.999406,0.016081,3.0,3.0,4.0,3.0,0.16502,0.009558,0.0,0.0
64,I303,0,20260818,0.517345,0.558865,34.0,0.349468,0.469466,0.5549,39.868715,0.00815,9.0,7.0,2.0,6.0,0.088279,0.012543,1.0,0.0
64,I067,0,20260818,0.099938,0.362485,43.0,0.287428,0.582397,0.3963,8.69187,0.240637,1.0,1.0,4.0,6.0,0.080165,0.007523,1.0,0.0
64,I614,0,20260818,0.607721,0.394702,22.0,0.688331,0.300493,0.6621,30.921149,0.004828,6.0,2.0,1.0,5.0,0.134905,0.003125,1.0,0.0
65,I115,0,20260818,0.903752,0.285902,25.0,0.456104,0.0,0.8357,16.925861,0.129514,11.0,5.0,3.0,2.0,0.182125,0.0215,0.0,1.0
65,I231,0,20260818,0.498664,0.300389,38.0,0.847752,0.623389,0.5908,58.240791,0.129704,3.0,3.0,4.0,1.0,0.106482,0.007814,0.0,0.0
65,I548,1,20260818,0.66316,0.480407,77.0,0.780478,0.669404,0.6568,25.30515,0.133208,3.0,3.0,4.0,8.0,0.160603,0.015655,1.0,0.0
65,I228,0,20260818,0.335741,0.377392,41.0,0.415368,0.266662,0.5728,29.307093,0.029288,5.0,2.0,2.0,1.0,0.101096,0.017295,1.0,0.0
65,I450,0,20260818,0.60662,0.320406,40.0,0.819651,0.0,0.6359,18.775734,0.228233,5.0,4.0,5.0,8.0,0.148317,0.005898,0.0,1.0
65,I015,0,20260818,0.306254,0.44082,50.0,0.766936,0.244921,0.5101,34.032648,0.195023,2.0,2.0,5.0,8.0,0.094184,0.021526,0.0,0.0
65,I537,0,20260818,0.292837,0.369421,31.0,0.542228,0.0,0.5082,24.058253,0.226304,10.0,5.0,4.0,3.0,0.069393,0.027152,0.0,1.0
66,I484,0,20260818,0.698073,0.522088,78.0,0.889968,0.348162,0.7367,10.244553,0.027548,6.0,6.0,3.0,6.0,0.14357,0.032694,1.0,0.0
66,I438,0,20260818,0.721993,0.429627,50.0,0.641216,0.646527,0.7462,15.126319,0.015959,11.0,1.0,4.0,2.0,0.139631,0.022712,1.0,0.0
66,I314,0,20260818,0.469481,0.370923,21.0,0.303648,0.0,0.5499,23.064268,0.045188,9.0,3.0,2.0,2.0,0.096634,0.008296,0.0,1.0
66,I582,0,20260818,0.039422,0.347637,13.0,0.487025,0.134698,0.4131,7.357905,0.018347,1.0,1.0,4.0,8.0,0.102081,0.003263,0.0,0.0
66,I185,0,20260818,0.458095,0.584533,57.0,0.481525,0.412945,0.5612,14.906148,0.009671,2.0,2.0,4.0,8.0,0.121442,0.009385,0.0,0.0
66,I078,0,20260818,0.091141,0.383058,55.0,0.546422,0.10555,0.3511,18.200505,0.085488,5.0,1.0,1.0,5.0,0.071264,0.027704,1.0,0.0
66,I248,0,20260818,0.775128,0.39625,78.0,0.305594,0.303565,0.7774,7.217748,0.018404,11.0,6.0,3.0,7.0,0.169364,0.015927,1.0,0.0
66,I193,1,20260818,0.818225,0.515314,24.0,0.619413,0.532996,0.7484,12.505862,0.119329,11.0,6.0,2.0,4.0,0.160078,0.020149,1.0,0.0
67,I389,0,20260818,0.636612,0.443952,67.0,0.789294,0.459579,0.6585,8.976598,0.085426,10.0,4.0,2.0,6.0,0.14256,0.028454,0.0,0.0
67,I191,1,20260818,0.569774,0.362733,41.0,0.348232,0.765234,0.6124,70.957459,0.056348,8.0,3.0,3.0,5.0,0.109789,0.008088,1.0,0.0
67,I357,0,20260818,0.76172,0.455661,25.0,0.407783,0.180231,0.74,21.469572,0.035001,11.0,2.0,2.0,6.0,0.142551,0.021576,1.0,0.0
67,I541,0,20260818,0.588255,0.364308,28.0,0.41469,0.168664,0.6651,15.002722,0.005173,3.0,3.0,3.0,7.0,0.115558,0.007162,0.0,0.0
67,I571,0,20260818,0.428223,0.4755,36.0,0.668943,0.287266,0.5475,50.82368,0.031317,7.0,1.0,1.0,5.0,0.127037,0.01158,0.0,0.0
67,I598,0,20260818,0.395215,0.583876,37.0,0.253614,0.73744,0.5619,12.666843,0.098372,6.0,6.0,1.0,1.0,0.134827,0.0,1.0,0.0
67,I300,0,20260818,0.57018,0.509394,17.0,0.49861,0.0,0.6452,6.218801,0.014543,10.0,6.0,2.0,3.0,0.099248,0.018222,0.0,1.0
68,I378,0,20260818,0.551167,0.392576,61.0,0.680556,0.753113,0.647,10.876202,0.08274,10.0,3.0,1.0,3.0,0.100622,0.014407,0.0,0.0
68,I219,0,20260818,0.723539,0.328174,70.0,0.705716,0.249997,0.6916,74.473204,0.12883,1.0,1.0,5.0,2.0,0.114644,0.012076,0.0,0.0
68,I574,0,20260818,0.411022,0.419403,75.0,0.697281,0.395912,0.5306,39.860175,0.154755,6.0,5.0,2.0,6.0,0.143677,0.015888,0.0,0.0
68,I116,0,20260818,0.224895,0.335317,45.0,0.427087,0.361209,0.4527,22.223507,0.180776,7.0,5.0,4.0,8.0,0.118865,0.015433,0.0,0.0
68,I039,3,20260818,0.538164,0.48444,54.0,0.452625,0.51487,0.6217,65.680385,0.019347,1.0,1.0,1.0,1.0,0.167754,0.007951,1.0,0.0
68,I374,0,20260818,0.324027,0.461531,36.0,0.665213,0.579357,0.5322,68.346357,0.077131,4.0,2.0,2.0,3.0,0.092634,0.0,1.0,0.0
69,I670,4,20260819,0.751032,0.575477,39.0,0.768513,0.40637,0.7178,17.477533,0.080608,6.0,5.0,2.0,3.0,0.163987,0.02791,1.0,0.0
69,I140,0,20260819,0.137981,0.460849,9.0,0.428382,0.587082,0.409,22.284829,0.114142,3.0,3.0,5.0,2.0,0.0865,0.01529,0.0,0.0
69,I437,0,20260819,0.233802,0.360745,26.0,0.292303,0.498618,0.4582,16.735464,0.106929,10.0,3.0,5.0,2.0,0.104222,0.028632,1.0,0.0
69,I538,0,20260819,0.137595,0.520918,59.0,0.578873,0.325842,0.3915,64.596102,0.0556,2.0,2.0,2.0,2.0,0.092981,0.022243,0.0,0.0
69,I044,0,20260819,0.304436,0.312909,47.0,0.374499,0.374513,0.4779,69.094147,0.094606,11.0,5.0,4.0,4.0,0.076877,0.017548,0.0,0.0
69,I607,0,20260819,0.333697,0.555123,31.0,0.208587,0.590456,0.4884,13.672748,0.072947,10.0,3.0,5.0,7.0,0.090697,0.006578,1.0,0.0
69,I534,0,20260819,0.881352,0.513736,56.0,0.739537,0.241832,0.8246,10.270028,0.042805,7.0,4.0,1.0,8.0,0.153335,0.021144,0.0,0.0
70,I042,4,20260819,0.389513,0.519792,65.0,0.390991,0.656892,0.5954,21.838917,0.041829,6.0,1.0,5.0,4.0,0.126178,0.022064,1.0,0.0
70,I144,0,20260819,0.234993,0.400222,39.0,0.532637,0.05109,0.4827,27.025757,0.064972,11.0,2.0,4.0,6.0,0.092162,0.0,1.0,0.0
70,I238,0,20260819,0.25635,0.621536,75.0,0.4653,0.429935,0.5182,11.551384,0.11983,4.0,4.0,5.0,1.0,0.11655,0.01871,0.0,0.0
70,I578,0,20260819,0.844375,0.546201,17.0,0.487847,0.079145,0.7699,59.639521,0.164323,3.0,3.0,3.0,8.0,0.170022,0.020723,0.0,0.0
70,I163,0,20260819,0.354184,0.336695,33.0,0.485606,0.59514,0.4798,14.748332,0.086895,7.0,3.0,2.0,2.0,0.131094,0.005396,1.0,0.0
70,I472,0,20260819,0.596549,0.503178,75.0,0.278141,0.329397,0.6331,21.119008,0.023207,10.0,3.0,5.0,8.0,0.154368,0.013675,1.0,0.0
70,I109,1,20260819,0.567045,0.477211,51.0,0.725794,0.755597,0.6082,24.082046,0.047952,10.0,5.0,1.0,6.0,0.13723,0.006218,1.0,0.0
70,I085,0,20260819,0.248123,0.362702,28.0,0.544484,0.525236,0.4701,22.497377,0.017718,9.0,6.0,4.0,8.0,0.096055,0.025453,0.0,0.0
71,I364,0,20260819,0.580929,0.594522,43.0,0.45968,0.269757,0.6727,33.988804,0.003136,11.0,3.0,4.0,2.0,0.151835,0.024684,1.0,0.0
71,I076,1,20260819,0.728668,0.518657,76.0,0.246415,0.732622,0.7063,30.995899,0.096148,10.0,4.0,5.0,2.0,0.172257,0.007001,1.0,0.0
71,I657,0,20260819,0.360477,0.479169,24.0,0.464029,0.679473,0.553,42.694433,0.07522,1.0,1.0,4.0,2.0,0.114315,0.023842,0.0,0.0
71,I313,0,20260819,0.538634,0.473969,58.0,0.75528,0.298596,0.6558,14.358996,0.079807,8.0,4.0,4.0,6.0,0.146574,0.00271,1.0,0.0
71,I101,0,20260819,0.151789,0.494902,32.0,0.711284,0.380186,0.4482,77.556793,0.086893,11.0,1.0,3.0,1.0,0.098093,0.00344,0.0,0.0
71,I266,0,20260819,0.336351,0.437604,49.0,0.621043,0.151961,0.5434,29.544054,0.070529,5.0,2.0,1.0,4.0,0.092608,0.003238,0.0,0.0
71,I579,0,20260819,0.875883,0.457314,43.0,0.561484,0.150583,0.8013,38.35591,0.212376,3.0,3.0,4.0,3.0,0.154585,0.014693,1.0,0.0
72,I311,10,20260819,0.681283,0.331007,53.0,0.421487,0.245175,0.6459,24.766951,0.016031,10.0,5.0,4.0,2.0,0.150089,0.006767,1.0,0.0
72,I070,0,20260819,0.741248,0.282608,15.0,0.778589,0.373546,0.6761,39.956632,0.057104,11.0,2.0,3.0,7.0,0.195946,0.023615,0.0,0.0
72,I286,0,20260819,0.199859,0.403376,79.0,0.662449,0.264329,0.4309,6.463281,0.061781,7.0,5.0,3.0,5.0,0.091722,0.009935,0.0,0.0
72,I150,0,20260819,0.36295,0.437978,79.0,0.74711,0.559825,0.5832,18.428375,0.034434,1.0,1.0,4.0,7.0,0.105925,0.021462,1.0,0.0
72,I002,0,20260819,0.013142,0.4512,36.0,0.744978,0.423386,0.3512,26.07552,0.091587,6.0,5.0,2.0,6.0,0.08811,0.017304,0.0,0.0
72,I445,0,20260819,0.314273,0.511518,46.0,0.58422,0.349617,0.5706,5.202003,0.3923,1.0,1.0,3.0,1.0,0.108258,0.031931,1.0,0.0
72,I444,0,20260819,0.543829,0.441184,10.0,0.675318,0.0,0.6431,35.890376,0.040267,8.0,2.0,2.0,3.0,0.129484,0.008109,0.0,1.0
73,I394,0,20260819,0.21309,0.556565,17.0,0.846474,0.576069,0.4464,15.226733,0.218983,10.0,5.0,2.0,7.0,0.08112,0.041287,0.0,0.0
73,I303,0,20260819,0.517345,0.491646,34.0,0.349468,0.338868,0.5389,1.0,0.071817,9.0,7.0,2.0,6.0,0.105122,0.015915,0.0,0.0
73,I162,3,20260819,0.468177,0.462929,33.0,0.478012,0.423152,0.6216,2.728399,0.101991,7.0,3.0,2.0,3.0,0.145593,0.033715,1.0,0.0
73,I100,0,20260819,0.675487,0.500456,41.0,0.596169,0.243831,0.7346,21.890556,0.067501,2.0,2.0,5.0,3.0,0.110222,0.011941,0.0,0.0
73,I046,0,20260819,0.254792,0.465856,73.0,0.479478,0.531443,0.4567,4.796007,0.019306,10.0,2.0,5.0,5.0,0.101602,0.033386,1.0,0.0
73,I510,0,20260819,0.504577,0.531286,70.0,0.637758,0.0,0.6222,13.751678,0.091896,1.0,1.0,3.0,6.0,0.115321,0.02397,0.0,1.0
74,I243,0,20260819,0.308162,0.361744,28.0,0.208467,0.385621,0.5349,16.64992,0.009365,11.0,7.0,4.0,3.0,0.088657,0.015699,1.0,0.0
74,I208,0,20260819,0.322138,0.514191,24.0,0.272303,0.505926,0.5117,7.623985,0.005014,10.0,3.0,2.0,4.0,0.126485,0.017581,1.0,0.0
74,I063,0,20260819,0.192039,0.593551,52.0,0.367325,0.302279,0.4272,89.251128,0.084144,6.0,6.0,4.0,4.0,0.111714,0.019036,1.0,0.0
74,I639,4,20260819,0.41757,0.473611,73.0,0.538147,0.795258,0.5681,8.661033,0.041229,6.0,1.0,4.0,8.0,0.109576,0.023381,1.0,0.0
74,I011,0,20260819,0.654626,0.469227,37.0,0.618904,0.0,0.7681,6.503624,0.175851,1.0,1.0,4.0,7.0,0.145026,0.004157,0.0,1.0
74,I161,0,20260819,0.401648,0.41094,65.0,0.526056,0.647783,0.5339,42.954596,0.087896,5.0,5.0,4.0,2.0,0.123821,0.037783,0.0,0.0
74,I256,0,20260819,0.323099,0.32221,55.0,0.469815,0.30318,0.4729,27.876647,0.035351,5.0,2.0,2.0,6.0,0.099344,0.005915,1.0,0.0
75,I457,0,20260819,0.628538,0.462923,30.0,0.890775,0.342275,0.6817,19.90371,0.177907,9.0,7.0,1.0,7.0,0.136446,0.008219,1.0,0.0
75,I118,0,20260819,0.189081,0.39281,38.0,0.506871,0.040634,0.4216,63.853269,0.027173,9.0,2.0,1.0,8.0,0.076906,0.028286,1.0,0.0
75,I663,0,20260819,0.572042,0.543071,41.0,0.609911,0.325333,0.6389,28.595991,0.081299,7.0,7.0,5.0,6.0,0.107235,0.022329,0.0,0.0
75,I081,4,20260819,0.72508,0.503734,38.0,0.813796,0.634475,0.7273,9.079774,0.01769,2.0,1.0,4.0,3.0,0.148905,0.022588,1.0,0.0
75,I524,0,20260819,0.074575,0.304336,46.0,0.300742,0.108308,0.3516,6.911313,0.145143,5.0,3.0,4.0,3.0,0.089255,0.032855,1.0,0.0
75,I603,0,20260819,0.47279,0.532268,74.0,0.801843,0.702899,0.5744,15.731884,0.032419,1.0,1.0,5.0,8.0,0.121147,0.007971,0.0,0.0
75,I677,0,20260819,0.56861,0.177736,39.0,0.128818,0.24909,0.6486,18.901678,0.178342,5.0,5.0,5.0,6.0,0.134746,0.016602,1.0,0.0
76,I347,3,20260819,0.624809,0.352577,36.0,0.675903,0.319242,0.6245,15.71905,0.039084,3.0,3.0,3.0,3.0,0.151761,0.021555,1.0,0.0
76,I280,0,20260819,0.048868,0.444278,74.0,0.499574,0.93714,0.3623,29.165825,0.013617,10.0,6.0,4.0,3.0,0.026404,0.002736,1.0,0.0
76,I061,0,20260819,0.512075,0.502362,8.0,0.514892,0.231706,0.6079,29.986354,0.133973,7.0,6.0,3.0,6.0,0.174706,0.028087,0.0,0.0
76,I275,0,20260819,0.352726,0.520049,43.0,0.840214,0.12807,0.5288,30.224258,0.003304,6.0,6.0,3.0,5.0,0.124356,0.018224,0.0,0.0
76,I203,0,20260819,0.489294,0.4276,49.0,0.606374,0.588439,0.6177,50.278127,0.160764,1.0,1.0,5.0,5.0,0.139149,0.021986,1.0,0.0
76,I540,0,20260819,0.544849,0.38506,37.0,0.28553,0.181956,0.6364,38.743078,0.061349,1.0,1.0,2.0,3.0,0.130339,0.008596,0.0,0.0
77,I075,0,20260819,0.180399,0.446846,37.0,0.527577,0.563576,0.39,34.503337,0.054658,2.0,2.0,3.0,3.0,0.079793,0.020722,1.0,0.0
77,I278,0,20260819,0.523304,0.443356,56.0,0.174358,0.470188,0.5875,63.05633,0.020748,4.0,4.0,5.0,8.0,0.171545,0.005108,0.0,0.0
77,I479,10,20260819,0.759702,0.544299,78.0,0.499757,0.653704,0.761,82.46701,0.161468,3.0,3.0,1.0,2.0,0.156638,0.024781,0.0,0.0
77,I008,1,20260819,0.718185,0.392943,16.0,0.836705,0.156757,0.7227,37.234763,0.130588,1.0,1.0,1.0,8.0,0.134538,0.009201,1.0,0.0
77,I299,0,20260819,0.492321,0.238025,21.0,0.554413,0.333658,0.6271,33.527897,0.143855,10.0,5.0,4.0,2.0,0.087183,0.02433,1.0,0.0
77,I357,0,20260819,0.76172,0.519863,25.0,0.407783,0.441418,0.736,9.370375,0.07614,11.0,2.0,2.0,6.0,0.153677,0.014106,0.0,0.0
77,I643,0,20260819,0.302104,0.623654,19.0,0.232752,0.316491,0.4418,9.811707,0.14404,10.0,4.0,4.0,5.0,0.105054,0.013245,1.0,0.0
78,I190,0,20260819,0.403362,0.461848,67.0,0.57033,0.168928,0.5189,11.779379,0.005343,4.0,4.0,2.0,4.0,0.128371,0.008653,0.0,0.0
78,I456,4,20260819,0.314408,0.493093,29.0,0.550982,0.850562,0.4689,8.879244,0.040706,7.0,2.0,4.0,1.0,0.114645,0.020462,1.0,0.0
78,I532,4,20260819,0.794176,0.442603,39.0,0.82067,0.777013,0.7483,5.206681,0.064892,2.0,2.0,1.0,6.0,0.126883,0.027575,1.0,0.0
78,I223,0,20260819,0.481981,0.268612,60.0,0.718023,0.368521,0.5919,9.612434,0.065371,5.0,5.0,1.0,8.0,0.133163,0.017667,1.0,0.0
78,I639,0,20260819,0.41757,0.473611,73.0,0.538147,0.552458,0.5761,8.661033,0.041229,6.0,1.0,4.0,8.0,0.109576,0.023381,0.0,0.0
78,I176,0,20260819,0.470163,0.412785,33.0,0.165716,0.271877,0.584,24.989545,0.034636,10.0,4.0,4.0,5.0,0.106267,0.0087,0.0,0.0
79,I662,0,20260819,0.393817,0.449613,66.0,0.590174,0.4915,0.5359,8.303122,0.014237,1.0,1.0,5.0,2.0,0.119745,0.011014,1.0,0.0
79,I279,0,20260819,0.760861,0.481339,49.0,0.197424,0.520872,0.7265,39.465408,0.117596,5.0,1.0,1.0,5.0,0.167947,0.005448,0.0,0.0
79,I625,3,20260819,0.746447,0.449163,40.0,0.477307,0.53526,0.7239,23.167632,0.17181,2.0,2.0,2.0,7.0,0.133752,0.028358,1.0,0.0
79,I489,0,20260819,0.483076,0.468526,19.0,0.876567,0.429196,0.6492,70.071563,0.150228,5.0,3.0,5.0,8.0,0.134886,0.018249,0.0,0.0
79,I474,0,20260819,0.067321,0.551452,54.0,0.386832,0.335128,0.3715,34.467429,0.099171,6.0,3.0,2.0,1.0,0.062842,0.01257,0.0,0.0
79,I688,0,20260819,0.212348,0.33565,21.0,0.663601,0.254226,0.4598,4.377736,0.024389,7.0,3.0,2.0,2.0,0.100418,0.018581,0.0,0.0
80,I276,0,20260819,0.244515,0.605243,67.0,0.550444,0.768257,0.4767,42.458099,0.085297,5.0,1.0,2.0,7.0,0.103537,0.020868,0.0,0.0
